Product,Type,Release Date,Process Size (nm),TDP (W),Transistors (million),Freq (MHz),Vendor
NVIDIA GeForce 8200M G mGPU Intel,GPU,2008-06-03,65.0,12.0,314.0,400.0,Intel
ATI Radeon X800 XT Platinum,GPU,2004-03-01,130.0,63.0,160.0,520.0,ATI
NVIDIA GeForce GT 430,GPU,2010-10-11,40.0,49.0,585.0,700.0,NVIDIA
AMD Radeon Vega 6 Embedded,GPU,2018-05-10,14.0,15.0,4940.0,300.0,AMD
NVIDIA Tesla C2075,GPU,2011-07-25,40.0,247.0,3000.0,574.0,NVIDIA
AMD Radeon RX 560X Mobile,GPU,2018-04-11,14.0,65.0,3000.0,1275.0,AMD
ATI Radeon X1050,GPU,2008-01-25,110.0,24.0,120.0,400.0,ATI
AMD FirePro S9150,GPU,2014-08-07,28.0,235.0,6200.0,900.0,AMD
NVIDIA A100 PCIe,GPU,2020-06-22,7.0,250.0,54200.0,765.0,NVIDIA
AMD Radeon R9 FURY,GPU,2015-07-10,28.0,275.0,8900.0,1000.0,AMD
NVIDIA Quadro P3200 Max-Q,GPU,2018-02-21,16.0,75.0,7200.0,1139.0,NVIDIA
ATI Mobility Radeon HD 5570,GPU,2012-11-23,40.0,20.0,627.0,550.0,ATI
AMD Radeon RX 560,GPU,2017-04-18,14.0,75.0,3000.0,1175.0,AMD
AMD Radeon R6 Mobile Graphics,GPU,2014-09-17,28.0,17.0,2410.0,533.0,AMD
NVIDIA GeForce GTX 675MX,GPU,2012-10-01,28.0,100.0,3540.0,654.0,NVIDIA
NVIDIA GeForce 945M,GPU,2015-10-27,28.0,75.0,1870.0,928.0,NVIDIA
ATI FireGL V8600,GPU,2007-05-14,80.0,159.0,720.0,688.0,ATI
ATI Radeon HD 4670 X2,GPU,2008-09-10,55.0,118.0,514.0,750.0,ATI
AMD Radeon RX 560X Mobile,GPU,2019-01-09,14.0,65.0,3000.0,1223.0,AMD
NVIDIA GeForce GT 420 OEM,GPU,2010-09-03,40.0,50.0,585.0,700.0,NVIDIA
AMD Radeon Vega 8 Mobile,GPU,2017-10-26,14.0,65.0,4940.0,300.0,AMD
AMD Radeon HD 8470D IGP,GPU,2013-07-29,32.0,65.0,1303.0,800.0,AMD
NVIDIA Tesla K40t,GPU,2013-11-22,28.0,245.0,7080.0,745.0,NVIDIA
NVIDIA GeForce RTX 2070 Mobile Refresh,GPU,2020-03-04,12.0,115.0,10800.0,1260.0,NVIDIA
NVIDIA Quadro P620,GPU,2018-02-01,14.0,40.0,3300.0,1266.0,NVIDIA
AMD Radeon RX 560X Mobile,GPU,2018-04-11,14.0,65.0,3000.0,1275.0,AMD
AMD Radeon HD 6350M,GPU,2010-11-26,40.0,7.0,292.0,500.0,AMD
AMD Radeon RX 5700,GPU,2019-07-07,7.0,180.0,10300.0,1465.0,AMD
NVIDIA GRID M60-1Q,GPU,2015-08-30,28.0,225.0,5200.0,557.0,NVIDIA
AMD Radeon HD 6330M,GPU,2010-11-26,40.0,7.0,292.0,500.0,AMD
NVIDIA GeForce 7600 GT Mac Edition,GPU,2006-09-02,90.0,40.0,177.0,560.0,NVIDIA
NVIDIA GeForce GT 650M Mac Edition,GPU,2012-07-12,28.0,45.0,1270.0,900.0,NVIDIA
AMD Radeon HD 8330 Mobile IGP,GPU,2013-08-13,28.0,15.0,1178.0,497.0,AMD
NVIDIA GeForce 8800 GS,GPU,2008-01-31,65.0,105.0,754.0,550.0,NVIDIA
ATI Radeon HD 2900 GT,GPU,2007-11-06,80.0,150.0,720.0,601.0,ATI
NVIDIA GeForce GTX 560M,GPU,2011-05-30,40.0,75.0,1170.0,775.0,NVIDIA
AMD Radeon Pro 570X,GPU,2019-03-18,14.0,150.0,5700.0,1000.0,AMD
NVIDIA Quadro FX 2800M,GPU,2009-12-01,65.0,75.0,754.0,600.0,NVIDIA
NVIDIA GeForce GTX 770M,GPU,2013-05-30,28.0,75.0,2540.0,706.0,NVIDIA
ATI Radeon X600 XT,GPU,2004-09-01,130.0,25.0,75.0,500.0,ATI
AMD Radeon Pro V320,GPU,2017-06-29,14.0,230.0,12500.0,852.0,AMD
ATI Radeon X800 PRO AGP,GPU,2004-05-01,130.0,48.0,160.0,475.0,ATI
NVIDIA Quadro FX 1700M,GPU,2008-10-01,65.0,50.0,314.0,625.0,NVIDIA
ATI Radeon HD 5570 OEM,GPU,2010-02-09,40.0,39.0,627.0,550.0,ATI
ATI Mobility Radeon HD 4225 IGP,GPU,2010-05-01,55.0,9.0,181.0,380.0,ATI
AMD Radeon HD 8510 OEM,GPU,2013-07-23,40.0,60.0,716.0,650.0,AMD
NVIDIA Quadro FX 1300,GPU,2004-08-09,130.0,55.0,135.0,350.0,NVIDIA
NVIDIA GeForce Go 6800 Ultra,GPU,2005-02-24,130.0,89.0,222.0,450.0,NVIDIA
NVIDIA GeForce GT 610 PCIe x1,GPU,2012-04-02,40.0,29.0,292.0,810.0,NVIDIA
NVIDIA GeForce GT 330 OEM,GPU,2010-02-02,40.0,75.0,727.0,550.0,NVIDIA
NVIDIA GRID K120Q,GPU,2014-07-02,28.0,130.0,1270.0,850.0,NVIDIA
NVIDIA Quadro K5000 SYNC,GPU,2013-01-25,28.0,122.0,3540.0,706.0,NVIDIA
NVIDIA P106-100,GPU,2017-06-19,16.0,120.0,4400.0,1506.0,NVIDIA
ATI Radeon HD 3850 X2,GPU,2008-04-04,55.0,140.0,666.0,669.0,ATI
ATI Radeon HD 2950 PRO,GPU,NaT,55.0,75.0,666.0,600.0,ATI
AMD FirePro A320,GPU,2012-06-06,32.0,100.0,1303.0,800.0,AMD
ATI FirePro M5725,GPU,2009-01-09,55.0,35.0,514.0,675.0,ATI
ATI Radeon HD 5690,GPU,2011-02-01,40.0,64.0,627.0,775.0,ATI
ATI Radeon HD 3830,GPU,2008-04-01,55.0,75.0,666.0,668.0,ATI
AMD Radeon HD 7490M,GPU,2012-01-07,40.0,9.0,370.0,800.0,AMD
NVIDIA Quadro K6000 SDI,GPU,2013-07-23,28.0,239.0,7080.0,902.0,NVIDIA
AMD Radeon HD 7590M,GPU,2012-01-07,40.0,18.0,716.0,600.0,AMD
NVIDIA GeForce 8200,GPU,2007-04-17,80.0,40.0,210.0,500.0,NVIDIA
ATI Radeon X1900 G5 Mac Edition,GPU,2006-11-06,90.0,75.0,384.0,575.0,ATI
NVIDIA GeForce GT 220 OEM,GPU,2009-10-12,40.0,58.0,727.0,506.0,NVIDIA
AMD Radeon RX Vega 11 Mobile,GPU,2019-10-22,14.0,15.0,4940.0,300.0,AMD
NVIDIA GeForce 8300 GS,GPU,2007-04-17,80.0,40.0,210.0,459.0,NVIDIA
NVIDIA Tesla V100 SXM3 32 GB,GPU,2018-03-27,12.0,250.0,21100.0,1290.0,NVIDIA
NVIDIA GeForce 9800M GS,GPU,2008-11-01,65.0,60.0,505.0,530.0,NVIDIA
AMD Radeon HD 6770M,GPU,2011-01-04,40.0,35.0,716.0,725.0,AMD
AMD Radeon HD 6830M,GPU,2011-01-04,40.0,39.0,1040.0,575.0,AMD
AMD Radeon HD 6530M,GPU,2010-11-26,40.0,26.0,627.0,450.0,AMD
ATI Radeon HD 4750,GPU,2009-09-09,40.0,100.0,826.0,730.0,ATI
NVIDIA GeForce GT 415 OEM,GPU,2010-09-03,40.0,32.0,486.0,625.0,NVIDIA
NVIDIA GeForce GT 430 OEM,GPU,2010-10-11,40.0,49.0,585.0,700.0,NVIDIA
NVIDIA GeForce GTX 460,GPU,2010-07-12,40.0,160.0,1950.0,675.0,NVIDIA
ATI Radeon HD 3450 X2,GPU,2007-12-10,55.0,50.0,181.0,600.0,ATI
AMD Radeon RX Vega M GL,GPU,2018-02-01,14.0,65.0,5000.0,931.0,AMD
NVIDIA Quadro K2200M,GPU,2014-07-19,28.0,65.0,1870.0,667.0,NVIDIA
AMD Radeon HD 7420G IGP,GPU,2012-06-06,32.0,35.0,1303.0,480.0,AMD
ATI Radeon HD 5570,GPU,2010-02-09,40.0,39.0,627.0,650.0,ATI
AMD Radeon HD 6450,GPU,2011-04-07,40.0,18.0,370.0,625.0,AMD
NVIDIA GeForce GT 755M,GPU,2013-06-25,28.0,50.0,1270.0,980.0,NVIDIA
NVIDIA Tesla P100 DGXS,GPU,2016-04-05,16.0,300.0,15300.0,1328.0,NVIDIA
AMD Radeon RX 6800M,GPU,2021-01-01,7.0,230.0,17200.0,2321.0,AMD
NVIDIA Quadro 400,GPU,2011-04-05,40.0,32.0,486.0,450.0,NVIDIA
AMD Radeon Pro Vega 64,GPU,2017-06-27,14.0,250.0,12500.0,1250.0,AMD
ATI Radeon X800 GTO,GPU,2005-11-01,130.0,49.0,160.0,400.0,ATI
AMD Radeon 535 Mobile,GPU,2017-04-18,28.0,50.0,1550.0,730.0,AMD
NVIDIA GeForce 9300M G,GPU,2008-02-01,80.0,13.0,210.0,400.0,NVIDIA
AMD Radeon HD 7790,GPU,2013-03-22,28.0,85.0,2080.0,1000.0,AMD
AMD Radeon RX 560 Mobile,GPU,2017-01-05,14.0,65.0,3000.0,1090.0,AMD
NVIDIA Quadro NVS 140M,GPU,2007-05-09,80.0,10.0,210.0,400.0,NVIDIA
NVIDIA GeForce GTX 260,GPU,2008-06-16,65.0,182.0,1400.0,576.0,NVIDIA
NVIDIA GeForce GT 240,GPU,2009-11-17,40.0,69.0,727.0,550.0,NVIDIA
NVIDIA GeForce GT 610,GPU,2012-04-02,40.0,29.0,292.0,810.0,NVIDIA
ATI Mobility Radeon HD 5145,GPU,2010-01-07,55.0,15.0,242.0,720.0,ATI
NVIDIA Quadro FX 1700 Mac Edition,GPU,2008-09-27,80.0,42.0,289.0,520.0,NVIDIA
AMD Radeon 550X,GPU,2019-03-27,14.0,50.0,2200.0,1082.0,AMD
NVIDIA Quadro K4000M,GPU,2012-06-01,28.0,100.0,3540.0,601.0,NVIDIA
NVIDIA Tesla M2050,GPU,2011-07-25,40.0,225.0,3100.0,575.0,NVIDIA
ATI Radeon VE PCI,GPU,2001-02-19,180.0,23.0,30.0,183.0,ATI
NVIDIA GeForce GTX 1080 Ti 10 GB,GPU,NaT,16.0,250.0,11800.0,1557.0,NVIDIA
NVIDIA GeForce RTX 3060,GPU,2021-01-12,8.0,170.0,13250.0,1320.0,NVIDIA
NVIDIA Tesla M10,GPU,2016-05-18,28.0,225.0,1870.0,1033.0,NVIDIA
NVIDIA GeForce GTX 760A,GPU,2014-03-17,28.0,55.0,2540.0,628.0,NVIDIA
NVIDIA GeForce RTX 2060 Mobile,GPU,2019-01-29,12.0,115.0,10800.0,960.0,NVIDIA
AMD FirePro W5000 DVI,GPU,2013-02-25,28.0,75.0,2800.0,825.0,AMD
NVIDIA Quadro RTX 6000,GPU,2018-08-13,12.0,260.0,18600.0,1440.0,NVIDIA
NVIDIA GeForce RTX 2070 SUPER,GPU,2019-07-09,12.0,215.0,13600.0,1605.0,NVIDIA
ATI Radeon HD 2900 XT,GPU,2007-05-14,80.0,215.0,720.0,743.0,ATI
NVIDIA GeForce 9600 GT Mac Edition,GPU,2008-12-22,65.0,95.0,505.0,600.0,NVIDIA
ATI Radeon X800,GPU,2004-12-01,110.0,30.0,160.0,400.0,ATI
ATI FirePro V7770,GPU,2012-01-01,55.0,76.0,956.0,625.0,ATI
NVIDIA Quadro K500M,GPU,2012-06-01,28.0,35.0,1270.0,850.0,NVIDIA
AMD Radeon R7 350,GPU,2016-07-06,28.0,55.0,1500.0,800.0,AMD
AMD Radeon HD 7770M,GPU,2012-04-24,28.0,32.0,1500.0,675.0,AMD
NVIDIA Tesla S870,GPU,2007-05-02,90.0,800.0,681.0,600.0,NVIDIA
NVIDIA GeForce G103M,GPU,2009-09-01,65.0,14.0,210.0,640.0,NVIDIA
AMD Radeon HD 6290 IGP,GPU,2011-01-07,40.0,9.0,450.0,276.0,AMD
NVIDIA GeForce 9500 GT Rev. 2,GPU,2008-07-29,65.0,50.0,314.0,600.0,NVIDIA
NVIDIA GeForce 705A,GPU,2014-07-01,40.0,15.0,292.0,475.0,NVIDIA
NVIDIA ION,GPU,2008-06-03,65.0,20.0,282.0,450.0,NVIDIA
ATI Radeon HD 3650,GPU,2008-01-20,55.0,65.0,378.0,725.0,ATI
ATI Radeon X800 GTO AGP,GPU,2005-10-01,130.0,49.0,160.0,400.0,ATI
AMD Radeon RX 550X 640SP,GPU,2018-04-11,14.0,60.0,3000.0,1019.0,AMD
AMD Radeon RX 480,GPU,2016-06-29,14.0,150.0,5700.0,1120.0,AMD
ATI FireMV 2260 PCIe x1,GPU,2008-01-01,55.0,15.0,181.0,500.0,ATI
NVIDIA Quadro FX 3400,GPU,2004-06-28,130.0,101.0,222.0,350.0,NVIDIA
NVIDIA Quadro NVS 150M,GPU,2008-08-15,65.0,10.0,210.0,530.0,NVIDIA
NVIDIA GeForce 8400 SE,GPU,2008-08-01,80.0,50.0,210.0,459.0,NVIDIA
ATI FirePro 2260 PCI,GPU,2008-01-01,55.0,15.0,181.0,500.0,ATI
AMD FirePro W7000,GPU,2012-06-13,28.0,150.0,2800.0,950.0,AMD
AMD Radeon Graphics 448SP,GPU,2021-01-12,7.0,25.0,9800.0,300.0,AMD
NVIDIA GeForce 9600 GSO 512,GPU,2008-10-23,65.0,90.0,505.0,650.0,NVIDIA
AMD Radeon Vega 3 Embedded,GPU,2019-01-01,14.0,10.0,4940.0,300.0,AMD
NVIDIA Quadro 500M,GPU,2011-02-22,40.0,35.0,585.0,700.0,NVIDIA
NVIDIA GeForce GTX 1650 Ti Mobile,GPU,2020-04-02,12.0,50.0,4700.0,1350.0,NVIDIA
ATI Radeon 9800 XT,GPU,2003-10-01,150.0,60.0,117.0,412.0,ATI
NVIDIA Quadro FX 4800,GPU,2008-11-11,55.0,150.0,1400.0,602.0,NVIDIA
AMD FirePro D500,GPU,2014-01-18,28.0,274.0,4313.0,725.0,AMD
AMD Radeon HD 6770,GPU,2011-01-21,40.0,108.0,1040.0,850.0,AMD
NVIDIA GeForce 8100 + nForce 720a,GPU,2007-04-17,80.0,40.0,210.0,500.0,NVIDIA
NVIDIA Tesla K20c,GPU,2012-11-12,28.0,225.0,7080.0,706.0,NVIDIA
NVIDIA GeForce GT 730M,GPU,2013-01-20,28.0,33.0,1270.0,725.0,NVIDIA
NVIDIA GeForce 7900 GS,GPU,2006-05-01,90.0,49.0,278.0,450.0,NVIDIA
NVIDIA GeForce GT 140 OEM,GPU,2009-03-10,55.0,105.0,505.0,650.0,NVIDIA
ATI Radeon HD 5550,GPU,2010-02-09,40.0,39.0,627.0,550.0,ATI
ATI Radeon HD 4520,GPU,2009-12-02,55.0,25.0,242.0,600.0,ATI
ATI Radeon HD 4860,GPU,2009-09-09,55.0,130.0,959.0,700.0,ATI
NVIDIA Quadro K4100M,GPU,2013-07-23,28.0,100.0,3540.0,706.0,NVIDIA
NVIDIA GeForce GT 750M Mac Edition,GPU,2013-11-08,28.0,50.0,1270.0,926.0,NVIDIA
NVIDIA GeForce 800A,GPU,2014-03-17,40.0,15.0,292.0,475.0,NVIDIA
ATI Radeon 9800 XT Mac Edition,GPU,2004-03-14,150.0,60.0,117.0,412.0,ATI
NVIDIA GeForce GTX 280M,GPU,2009-03-03,65.0,75.0,754.0,585.0,NVIDIA
NVIDIA Quadro FX 3600M,GPU,2008-02-23,65.0,70.0,754.0,500.0,NVIDIA
NVIDIA Quadro RTX 8000,GPU,2018-08-13,12.0,260.0,18600.0,1395.0,NVIDIA
AMD Radeon R9 390,GPU,2015-06-18,28.0,275.0,6200.0,1000.0,AMD
NVIDIA GeForce 9600M GS,GPU,2008-06-03,55.0,20.0,314.0,430.0,NVIDIA
ATI Radeon X1600,GPU,2007-01-01,80.0,27.0,107.0,635.0,ATI
ATI Radeon HD 2600 XT,GPU,2007-06-28,65.0,50.0,390.0,800.0,ATI
ATI Radeon HD 3870 X2,GPU,2008-01-26,55.0,165.0,666.0,825.0,ATI
AMD Radeon Pro WX 4130 Mobile,GPU,2017-03-01,14.0,50.0,3000.0,1002.0,AMD
NVIDIA GeForce GT 645M,GPU,2012-10-01,28.0,32.0,1270.0,709.0,NVIDIA
NVIDIA GeForce GTX 850A,GPU,2014-03-17,28.0,45.0,1870.0,902.0,NVIDIA
AMD Radeon RX 550 Mobile,GPU,2017-07-02,14.0,50.0,2200.0,1100.0,AMD
NVIDIA Quadro FX 380M,GPU,2010-01-07,40.0,25.0,260.0,606.0,NVIDIA
NVIDIA Quadro FX 4500,GPU,2005-07-28,110.0,109.0,302.0,430.0,NVIDIA
AMD Radeon HD 7850M,GPU,2012-04-24,28.0,40.0,1500.0,675.0,AMD
AMD Radeon HD 8550D IGP,GPU,2013-05-23,32.0,65.0,1303.0,720.0,AMD
ATI Radeon X700 PRO AGP,GPU,2004-09-01,110.0,33.0,120.0,425.0,ATI
NVIDIA GeForce 9400 GT,GPU,2008-08-27,55.0,50.0,314.0,550.0,NVIDIA
AMD Radeon HD 7670M,GPU,2012-02-17,40.0,20.0,716.0,600.0,AMD
NVIDIA GeForce 8800 GTS Core 112,GPU,2007-11-19,90.0,150.0,681.0,500.0,NVIDIA
NVIDIA Quadro RTX 8000 Passive,GPU,2018-08-13,12.0,260.0,18600.0,1230.0,NVIDIA
NVIDIA Tesla C1060,GPU,2009-04-09,55.0,188.0,1400.0,610.0,NVIDIA
NVIDIA Quadro 4000 Mac Edition,GPU,2011-06-12,40.0,142.0,3100.0,475.0,NVIDIA
AMD Radeon Vega 8,GPU,2019-07-07,14.0,15.0,4940.0,300.0,AMD
AMD Atari VCS 400 GPU,GPU,2020-12-14,14.0,15.0,4940.0,300.0,AMD
NVIDIA GeForce RTX 2080,GPU,2018-09-20,12.0,215.0,13600.0,1515.0,NVIDIA
AMD Radeon R9 FURY X,GPU,2015-06-24,28.0,275.0,8900.0,1050.0,AMD
AMD Radeon R5 310 OEM,GPU,2015-05-05,40.0,35.0,370.0,875.0,AMD
NVIDIA GeForce 7800 GTX 512,GPU,2005-11-14,110.0,108.0,302.0,500.0,NVIDIA
NVIDIA GeForce GTX 1050 Mobile 3 GB,GPU,2019-02-01,14.0,75.0,3300.0,1366.0,NVIDIA
ATI Radeon X1550,GPU,2007-01-01,80.0,27.0,107.0,550.0,ATI
AMD Radeon R9 360 OEM,GPU,2015-05-05,28.0,85.0,2080.0,1000.0,AMD
AMD Radeon Pro WX 3200 Mobile,GPU,2019-07-02,14.0,65.0,2200.0,1082.0,AMD
NVIDIA GeForce GT 650M,GPU,2012-03-22,28.0,45.0,1270.0,835.0,NVIDIA
NVIDIA GRID K220Q,GPU,2014-07-02,28.0,225.0,3540.0,745.0,NVIDIA
NVIDIA GRID K240Q,GPU,2013-06-28,28.0,225.0,3540.0,745.0,NVIDIA
NVIDIA GeForce GTX 1650 Max-Q,GPU,2019-04-23,12.0,30.0,4700.0,1020.0,NVIDIA
NVIDIA GeForce GTX 1070,GPU,2016-06-10,16.0,150.0,7200.0,1506.0,NVIDIA
AMD Radeon Vega 3 Embedded,GPU,2018-09-06,14.0,15.0,4940.0,300.0,AMD
ATI Mobility Radeon HD 5870,GPU,2010-01-07,40.0,50.0,1040.0,700.0,ATI
AMD Radeon Pro 575X,GPU,2019-03-18,14.0,150.0,5700.0,1096.0,AMD
AMD Radeon Pro WX 3200,GPU,2019-07-02,14.0,65.0,2200.0,1295.0,AMD
AMD Xbox Series S GPU,GPU,2020-11-10,7.0,100.0,8000.0,1565.0,AMD
AMD Radeon RX 540 Mobile,GPU,2017-11-11,14.0,50.0,2200.0,1124.0,AMD
AMD Radeon HD 8450G IGP,GPU,2013-05-23,32.0,35.0,1303.0,533.0,AMD
AMD Radeon Pro W5500,GPU,2020-02-10,7.0,125.0,6400.0,1744.0,AMD
NVIDIA GeForce GT 705 OEM,GPU,2014-03-27,40.0,29.0,292.0,874.0,NVIDIA
ATI FirePro V8800,GPU,2010-04-07,40.0,208.0,2154.0,825.0,ATI
AMD Radeon HD 7850,GPU,2012-03-05,28.0,130.0,2800.0,860.0,AMD
AMD Radeon HD 7950 Monica BIOS 2,GPU,2012-01-31,28.0,85.0,4313.0,800.0,AMD
AMD FirePro M4000,GPU,2012-06-27,28.0,33.0,1500.0,675.0,AMD
3dfx Voodoo4 4500 AGP,GPU,2000-10-13,250.0,15.0,14.0,166.0,Other
AMD FirePro W5100,GPU,2014-03-31,28.0,50.0,2080.0,930.0,AMD
NVIDIA GRID M10-8Q,GPU,2016-05-18,28.0,225.0,1870.0,1033.0,NVIDIA
NVIDIA GeForce Go 6800,GPU,2004-11-08,130.0,45.0,222.0,300.0,NVIDIA
NVIDIA ION 2,GPU,2008-06-03,40.0,20.0,260.0,500.0,NVIDIA
AMD Radeon Vega 8 Mobile,GPU,2019-01-06,14.0,15.0,4940.0,300.0,AMD
AMD Radeon R7 250,GPU,2013-10-08,28.0,55.0,1500.0,700.0,AMD
NVIDIA GRID K2,GPU,2013-05-11,28.0,225.0,3540.0,745.0,NVIDIA
NVIDIA Quadro FX Go540,GPU,2004-08-09,110.0,25.0,146.0,300.0,NVIDIA
NVIDIA GeForce GT 130 OEM,GPU,2009-03-10,55.0,75.0,505.0,500.0,NVIDIA
ATI Radeon 7000 Mac Edition,GPU,2004-03-14,180.0,23.0,30.0,183.0,ATI
NVIDIA GeForce GTX 560 Ti 448,GPU,2011-11-29,40.0,210.0,3000.0,732.0,NVIDIA
NVIDIA GeForce GT 640M Mac Edition,GPU,2013-02-03,28.0,32.0,1270.0,745.0,NVIDIA
NVIDIA GeForce GT 555M,GPU,2011-03-24,40.0,35.0,1170.0,590.0,NVIDIA
NVIDIA NVS 315,GPU,2013-03-10,40.0,19.0,292.0,523.0,NVIDIA
ATI All-In-Wonder X1800 XL,GPU,2005-10-27,90.0,75.0,321.0,500.0,ATI
ATI Radeon X1300 PRO,GPU,2006-11-01,80.0,31.0,107.0,600.0,ATI
ATI FireGL V7100,GPU,2004-12-01,130.0,91.0,160.0,493.0,ATI
ATI Radeon HD 4850,GPU,2008-06-25,55.0,110.0,956.0,625.0,ATI
NVIDIA GeForce GTX 960M,GPU,2015-03-13,28.0,75.0,1870.0,1097.0,NVIDIA
ATI FirePro V7750,GPU,2009-03-27,55.0,76.0,514.0,800.0,ATI
ATI Mobility Radeon HD 4670 Mac Edition,GPU,2009-09-16,55.0,35.0,514.0,680.0,ATI
ATI Radeon 9200 LE,GPU,2003-05-01,150.0,28.0,36.0,250.0,ATI
ATI FirePro M5800,GPU,2010-03-01,40.0,26.0,627.0,650.0,ATI
ATI Radeon X1800 XL,GPU,2005-10-01,90.0,70.0,321.0,500.0,ATI
NVIDIA GeForce 7600 GS AGP,GPU,2006-07-01,90.0,27.0,278.0,500.0,NVIDIA
AMD Radeon HD 6670,GPU,2011-04-19,40.0,66.0,716.0,800.0,AMD
NVIDIA GeForce GTX 1070 Max-Q,GPU,2017-06-27,16.0,115.0,7200.0,1215.0,NVIDIA
NVIDIA GeForce GTS 250,GPU,2009-03-04,55.0,150.0,754.0,702.0,NVIDIA
NVIDIA GeForce GTX 650 Ti OEM,GPU,2013-03-31,28.0,110.0,2540.0,928.0,NVIDIA
AMD Radeon HD 6410D IGP,GPU,2011-06-20,32.0,65.0,1178.0,444.0,AMD
AMD Radeon HD 7750M,GPU,2012-04-24,28.0,28.0,1500.0,575.0,AMD
3dfx Voodoo5 5000 AGP,GPU,NaT,250.0,30.0,14.0,166.0,Other
AMD Radeon E6460,GPU,2011-04-07,40.0,25.0,370.0,600.0,AMD
NVIDIA NVS 1000,GPU,NaT,28.0,35.0,1270.0,797.0,NVIDIA
AMD Radeon HD 6550M,GPU,2010-11-26,40.0,26.0,627.0,600.0,AMD
NVIDIA Quadro FX 550M,GPU,2006-03-13,90.0,35.0,177.0,480.0,NVIDIA
NVIDIA Quadro T2000 Max-Q,GPU,2019-05-27,12.0,40.0,4700.0,1200.0,NVIDIA
NVIDIA GeForce GTX 860M,GPU,2014-01-13,28.0,75.0,1870.0,1020.0,NVIDIA
AMD Radeon RX Vega 64 Limited Edition,GPU,2017-08-07,14.0,295.0,12500.0,1247.0,AMD
NVIDIA GeForce G210 OEM,GPU,2009-05-26,55.0,31.0,314.0,550.0,NVIDIA
NVIDIA GeForce 7900 GX2,GPU,2006-04-30,90.0,110.0,278.0,500.0,NVIDIA
ATI Radeon 7200,GPU,2000-04-01,180.0,23.0,30.0,166.0,ATI
ATI FireGL 9700 X1-256,GPU,2002-07-01,150.0,37.0,110.0,325.0,ATI
ATI Radeon HD 5830,GPU,2010-02-25,40.0,175.0,2154.0,800.0,ATI
NVIDIA GeForce GTS 450 Rev. 2,GPU,2011-03-15,40.0,106.0,1170.0,783.0,NVIDIA
ATI Radeon X850 XT Platinum AGP,GPU,2005-02-28,130.0,67.0,160.0,540.0,ATI
ATI Mobility Radeon HD 3850 X2,GPU,2008-06-04,55.0,70.0,666.0,580.0,ATI
AMD Radeon HD 7720 OEM,GPU,2013-03-15,40.0,150.0,1700.0,840.0,AMD
AMD Radeon R9 M290X,GPU,2014-01-09,28.0,100.0,2800.0,850.0,AMD
AMD Radeon 630 Mobile,GPU,2019-05-13,14.0,50.0,2200.0,1082.0,AMD
NVIDIA GRID M60-4A,GPU,2015-08-30,28.0,225.0,5200.0,557.0,NVIDIA
NVIDIA Quadro K200M,GPU,2014-08-22,28.0,35.0,1270.0,850.0,NVIDIA
ATI Radeon X300 SE,GPU,2004-09-01,110.0,30.0,107.0,325.0,ATI
NVIDIA GeForce GT 320 OEM,GPU,2010-02-02,40.0,43.0,727.0,540.0,NVIDIA
NVIDIA GRID K340,GPU,2013-07-23,28.0,225.0,1270.0,954.0,NVIDIA
AMD FirePro W600,GPU,2012-06-13,28.0,75.0,1500.0,750.0,AMD
AMD Radeon HD 6970 X2,GPU,NaT,40.0,375.0,2640.0,880.0,AMD
AMD Radeon RX 5700M,GPU,2020-01-01,7.0,180.0,10300.0,1465.0,AMD
NVIDIA GeForce GT 610 OEM,GPU,2016-04-02,40.0,29.0,585.0,701.0,NVIDIA
AMD Radeon HD 6870 X2,GPU,2011-07-08,40.0,300.0,1700.0,900.0,AMD
ATI Radeon HD 4890,GPU,2009-04-02,55.0,190.0,959.0,850.0,ATI
3dfx Voodoo5 5500 AGP,GPU,2000-06-22,250.0,30.0,14.0,166.0,Other
AMD Radeon Vega 8 Mobile,GPU,2019-04-08,14.0,15.0,4940.0,300.0,AMD
NVIDIA Quadro 5000,GPU,2011-02-23,40.0,152.0,3100.0,513.0,NVIDIA
NVIDIA Tesla P100 SXM2,GPU,2016-04-05,16.0,300.0,15300.0,1328.0,NVIDIA
ATI Radeon X1550,GPU,2007-01-01,90.0,27.0,107.0,600.0,ATI
NVIDIA GeForce GT 420M,GPU,2010-09-03,40.0,23.0,585.0,500.0,NVIDIA
AMD FirePro S9010,GPU,2012-08-24,28.0,200.0,4313.0,800.0,AMD
ATI Radeon X1650 PRO AGP,GPU,2006-10-15,80.0,44.0,330.0,600.0,ATI
NVIDIA GeForce FX 5700,GPU,2003-10-23,130.0,25.0,82.0,425.0,NVIDIA
ATI Mobility FireGL 7800,GPU,2001-09-29,150.0,27.0,60.0,280.0,ATI
NVIDIA Quadro 6000 SDI,GPU,2011-07-25,40.0,231.0,3100.0,574.0,NVIDIA
NVIDIA GeForce 940M,GPU,2015-03-13,28.0,75.0,1870.0,1020.0,NVIDIA
NVIDIA GeForce GT 640 OEM Rebrand,GPU,2012-04-24,40.0,75.0,1170.0,720.0,NVIDIA
NVIDIA NVS 4200M,GPU,2011-02-22,40.0,25.0,292.0,810.0,NVIDIA
AMD Radeon HD 6350A,GPU,2011-04-07,40.0,25.0,292.0,650.0,AMD
AMD Radeon R7 350X OEM,GPU,2015-05-05,28.0,65.0,950.0,1000.0,AMD
